ID VALUE SCORE
85281185 101265.136 0.331
86568947 871185.198 0.055
9761577 313300.457 0.686
41186936 340216.514 0.949
54047060 264174.809 0.957
32259679 43677.026 0.372
90786561 112568.073 0.784
51219714 420220.682 0.88
95518031 252350.8 0.832
73524461 239743.453 0.136
73655961 18537.935 0.17
32843526 370024.775 0.023
13155019 122675.983 0.429
90252011 141780.909 0.251
34619843 350983.144 0.041
33677440 14815.171 0.147
20220957 114681.832 0.74
46601807 221120.931 0.014
56449303 26317.683 0.242
5651936 398354.586 0.118
86057450 473952.153 0.685
34826157 380657.166 0.538
87337395 39511.762 0.121
99816083 181642.126 0.906
7819021 394301.074 0.132
18214892 188764.76 0.519
48157058 133067.204 0.574
1041855 228479.116 0.31
34294508 1353.647 0.841
40739348 319857.544 0.283
68863274 104223.197 0.984
30426194 63887.36 0.513
10286728 3263.122 0.533
25329402 172087.289 0.627
25818317 211891.651 0.477
13114617 436165.199 0.75
55073347 51076.742 0.695
63386220 232747.734 0.907
54635702 114074.29 0.861
7522068 493556.148 0.402
86268802 175955.455 0.131
45200608 31180.835 0.891
49297650 124600.668 0.647
32425772 243545.522 0.209
70604779 540333.342 0.604
97927368 99195.061 0.056
25553606 268078.224 0.786
4101675 133844.698 0.541
20290690 30219.466 0.285
28865583 708309.063 0.41
46369119 45409.89 0.736
60418711 121273.965 0.116
15797949 114545.549 0.38
20531618 744783.113 0.224
56474850 264268.631 0.987
49322509 670185.525 0.28
26558131 304150.482 0.52
4765611 74146.403 0.215
33020902 75032.735 0.578
4770225 524033.295 0.539
58433990 203022.973 0.643
96349456 276792.084 0.127
13952644 572832.54 0.007
9485337 16481.725 0.609
79114837 231798.077 0.123
52241555 180779.921 0.18
39199675 4997.471 0.953
68735633 211686.31 0.282
29805354 52629.967 0.647
48090183 587879.553 0.282
36496766 804317.853 0.44
95005871 45647.643 0.655
10883947 457842.216 0.649
63730022 9198.818 0.961
40991254 65625.392 0.867
69214660 316069.306 0.874
15109038 14444.154 0.576
10592475 158090.434 0.648
60275198 82694.544 0.677
11338817 552194.192 0.63
98243228 215624.737 0.507
72125508 576111.346 0.2
57632543 1043.387 0.431
57355108 468593.091 0.423
80972811 537365.753 0.604
98692057 470972.435 0.718
20603806 148550.871 0.517
29634047 115228.432 0.695
54774982 31048.976 0.653
98214780 351240.425 0.153
24214793 185718.278 0.521
10446919 61551.843 0.273
59603782 158578.557 0.924
57607275 53823.053 0.788
16780110 17411.941 0.471
42396915 59535.26 0.565
88999938 167126.071 0.057
96863780 723545.708 0.939
99238234 116117.515 0.5
84613790 16303.491 0.678
18003890 9674.112 0.893
27708102 687545.659 0.442
51014366 259333.761 0.883
45020362 72324.042 0.308
30227596 517412.461 0.954
86255351 561880.218 0.704
89655705 804833.404 0.733
12966601 89186.551 0.295
4975126 600727.838 0.114
80867406 520114.447 0.217
80287486 86530.727 0.931
31704113 393833.551 0.262
82587523 389145.26 0.416
37398042 213958.543 0.729
36036494 12651.35 0.258
25956678 206073.509 0.995
64573331 5222.655 0.013
79942911 262038.755 0.51
11576580 106966.608 0.546
25135069 67736.806 0.657
34271646 44132.032 0.417
59167226 410864.989 0.88
20271901 308308.898 0.679
86684242 49053.398 0.314
56533927 31609.79 0.605
80769529 738072.833 0.232
28330340 54532.801 0.441
13102950 753012.746 0.729
85987727 2972.079 0.47
83214568 6234.82 0.674
