ID VALUE SCORE
92054979 541201.40875 2e-05
55127692 232539.2969 0.00064
71461754 100933.02895 0.0007
8044390 312954.91604 0.00079
66435367 88925.74206 0.001
68507349 663959.73784 0.0011
97946271 58465.35801 0.00125
35404481 6908.33593 0.00131
31346760 185417.49521 0.00134
19338145 628.36529 0.00136
74592277 284871.19753 0.00145
51880016 122130.12946 0.00167
94207398 151694.69543 0.00174
85499784 203664.01557 0.00183
38589106 227295.49339 0.002
54127007 72264.51958 0.00202
67375075 544833.24455 0.00208
79865680 174034.47634 0.00257
22668268 262221.70118 0.00285
19340516 34928.37383 0.00302
2802372 265779.78711 0.00307
27217505 1476.55564 0.00323
76546866 551755.16082 0.00332
31142962 208560.60375 0.00368
47774003 371005.95209 0.00368
81640695 5118.46329 0.0038
17414980 36615.3832 0.00397
39969538 249798.85091 0.00397
50096461 221810.10405 0.00435
10952038 336983.51987 0.00473
19529247 556175.28458 0.00482
10552674 97017.45175 0.00488
12862730 136386.50447 0.00519
89621872 138454.75629 0.00536
79485833 473426.95639 0.0054
90429818 343424.69393 0.00559
32751721 294935.81933 0.00567
66171314 66704.66598 0.00587
49400395 155807.47424 0.0062
58332836 27075.22877 0.00622
94523277 186257.13905 0.00633
26260064 49808.19141 0.00638
83473639 103951.81252 0.00686
33243150 296660.53479 0.00702
62199997 10443.20328 0.00703
7604759 174084.38912 0.00707
71655682 156478.81975 0.00748
75556555 107465.76293 0.00778
8916045 869416.37639 0.00825
54653678 513289.31023 0.00848
49700683 29657.59923 0.00862
3683254 468424.7705 0.00946
74708813 101277.50494 0.00971
81970208 30657.36282 0.01017
92359898 168788.7844 0.01021
62702206 101224.034 0.01046
65053057 278924.12999 0.01058
23382697 12529.60997 0.01061
1519986 28234.2561 0.01065
57097125 132049.07479 0.01066
48371248 384113.424 0.01079
83312772 118630.7552 0.01105
32338546 493036.30513 0.01105
54808023 159173.84747 0.01142
68653407 155091.60343 0.01204
71143349 382092.40713 0.01216
18085204 490425.99811 0.01231
77657134 413818.32024 0.01251
11605572 336678.04894 0.01333
20946621 35584.01412 0.0138
15771677 81383.29531 0.01386
23617162 40357.94669 0.01393
72754356 104737.18774 0.01395
62534061 3147.35362 0.01417
57503430 393343.99597 0.01464
32105840 9118.60547 0.01465
42211201 20086.6866 0.01483
64862510 77685.58248 0.01501
88664454 633323.82221 0.01508
78654902 376318.07317 0.01539
82369068 93157.34409 0.01543
59022874 59484.03065 0.01557
1562161 215303.44604 0.01568
93571795 381873.19242 0.01615
88777465 276239.25947 0.01622
89177450 38160.53247 0.01632
52615979 9032.96449 0.01664
54859323 9859.58537 0.01684
61137170 68302.71572 0.01691
2671946 247847.37163 0.01726
47514609 307603.02521 0.01755
80952476 7281.43837 0.01761
60399085 163853.99317 0.01801
36246602 28070.96023 0.01804
55568397 210927.88135 0.01846
96293678 842417.77866 0.01855
60805645 358461.77236 0.01925
53701309 136401.87167 0.01936
95844194 316946.4174 0.01938
14212159 542658.84007 0.01982
98112921 17903.21381 0.0199
59347792 73169.1893 0.02055
66130814 520572.38723 0.02124
7531800 62988.55332 0.02127
8573751 29932.94662 0.02148
58554537 38781.81689 0.0216
93621478 460062.69475 0.02179
40403769 81175.89486 0.022
48856221 507553.49514 0.02226
84951843 333486.68642 0.02259
94602766 25200.59388 0.02288
22076031 285300.18454 0.02302
16467570 401513.54805 0.02312
46635356 429583.234 0.02343
48601115 480183.83731 0.02356
48210917 407746.88471 0.02361
99135830 484673.73733 0.02366
16824477 122028.40103 0.0237
73053961 248276.05588 0.02378
92574810 213360.1687 0.0247
85072090 338961.18446 0.02514
92464791 360445.72642 0.02532
29376609 294744.61024 0.02567
14741591 30148.72147 0.02581
14050925 250619.20335 0.02607
2432437 46961.39312 0.0265
99522547 237954.31956 0.02651
33307342 92854.89924 0.02692
58711990 678954.4292 0.02695
