ID VALUE SCORE
70636253 716777.54877 0.00053
57092197 11711.12387 0.00068
33803098 94280.82851 0.0011
3443095 226359.60667 0.00287
90132033 845831.75809 0.00371
54092585 291750.68768 0.00374
78838856 14845.27677 0.004
67683849 466199.69536 0.00514
47233272 47601.51279 0.00574
9119752 535062.95079 0.00707
50074794 623179.66801 0.00853
79480208 484216.1895 0.00935
58766532 263302.44058 0.01023
32161007 56880.03416 0.0113
19929337 107455.12691 0.01277
12396993 641820.2316 0.01427
83232980 35728.70668 0.0148
45587810 159955.72437 0.01647
62895366 207523.13399 0.01751
22326042 47539.27583 0.02173
25256555 227530.26435 0.02173
30201675 170343.0376 0.02254
82844583 271954.01658 0.02587
56051948 186972.50995 0.02685
60183218 523950.00238 0.02736
77052482 802929.72488 0.02772
29626134 93324.77628 0.02793
73447551 114220.15754 0.02961
39372669 74826.89146 0.03023
8880190 455821.82299 0.03535
22255220 325094.93923 0.03652
32830890 773412.81519 0.03681
12553817 204012.92387 0.03752
82560749 14402.58588 0.03765
60951346 100086.18661 0.03894
29949216 724284.84259 0.03984
33615989 532764.26573 0.04052
33263852 283082.31103 0.04231
44967756 11643.73038 0.04255
26864163 107420.7314 0.04431
3024141 231548.26565 0.04511
22181283 40380.6198 0.04524
44502504 348408.32725 0.04609
97184929 25969.30662 0.04781
90352105 212917.95795 0.04901
65939854 90843.59147 0.0492
17659076 79420.85675 0.04921
48115701 474313.38507 0.05098
13627067 3343.34691 0.05217
96237329 334531.30863 0.0526
41587544 17906.64251 0.05264
36737360 195277.303 0.05289
25022496 5471.64668 0.05331
66817068 32401.46887 0.05459
16399306 131542.09139 0.05539
44177679 1727.90846 0.05621
23697900 14926.62236 0.05629
31003612 174542.12836 0.05766
3566043 74745.78093 0.05836
76429872 91338.23376 0.05867
76354315 288062.29212 0.05887
22260461 438840.98485 0.06134
75638536 33193.48824 0.06249
72334541 530260.09649 0.06279
80916591 394611.61264 0.0643
53723968 579570.19387 0.06533
31770986 20277.98523 0.06574
26130950 319037.53354 0.0676
22905313 53529.40894 0.06964
58031121 40748.14609 0.07074
17883671 793764.65063 0.07099
96815180 340647.56914 0.07125
35185390 682911.37448 0.07272
14262047 261.12758 0.07289
54171215 155905.11014 0.07296
89390740 45979.32901 0.07357
50350678 373595.15093 0.07361
