ID VALUE SCORE
30743335 3393.926 0.332
92420667 148892.389 0.077
40017398 193185.993 0.202
14278972 27726.668 0.88
38323757 182715.938 0.422
72714666 321436.903 0.222
99186788 101011.61 0.158
40057912 279455.558 0.881
47578446 126069.042 0.865
56895976 207736.059 0.429
89575452 898262.016 0.434
86317749 126075.477 0.337
15624192 246641.793 0.502
17832592 17264.571 0.929
82932934 364093.028 0.754
77497840 367791.901 0.265
67077567 44274.05 0.076
12904831 12048.626 0.953
61150670 503262.494 0.891
10604773 850116.904 0.389
31042724 344099.393 0.322
80711976 168295.491 0.915
53526474 709017.793 0.317
73720514 894414.639 0.618
30701760 458368.291 0.991
90457210 217179.945 0.49
36157287 154930.931 0.185
467497 682379.939 0.837
18946457 249073.417 0.655
92797463 355258.227 0.336
90407665 141716.214 0.62
31844493 79935.893 0.696
384597 16448.921 0.049
89589724 808056.431 0.568
41151098 501477.719 0.117
67440296 99621.279 0.866
31222067 119705.56 0.868
58497124 33516.819 0.959
95013771 24667.862 0.363
74785068 49337.19 0.407
63082884 226881.914 0.617
54419273 53808.813 0.308
19303062 33804.889 0.989
28447758 356962.671 0.106
21936126 377287.939 0.344
96354364 28536.803 0.542
89810035 199272.408 0.027
84513560 12637.936 0.618
24505284 196598.175 0.772
24465436 699618.774 0.121
53912095 135808.742 0.364
19205258 594096.901 0.009
6077878 41768.436 0.114
84200588 423683.76 0.39
3382231 196206.889 0.168
79460386 283220.91 0.234
59984117 337905.397 0.668
4709021 452293.913 0.239
95635037 366068.818 0.11
93251229 90723.007 0.806
79344337 662308.522 0.267
93337225 124481.796 0.332
31217402 21574.311 0.806
59412422 28275.248 0.743
43651684 374597.004 0.489
37062503 449955.148 0.898
79225588 210710.145 0.161
96488773 224043.616 0.382
10337146 559927.969 0.751
69249923 203117.586 0.319
58108349 147070.937 0.366
12831664 46113.232 0.458
33739048 588552.442 0.032
53821629 113555.163 0.813
49726165 339281.97 0.949
84996037 46409.098 0.39
23943395 290971.588 0.261
60410190 361643.813 0.627
4950148 911286.665 0.292
92428408 68503.755 0.36
5711065 539128.018 0.337
93257628 238413.354 0.756
94980204 655.142 0.275
18127736 171089.208 0.984
42694847 49201.726 0.605
77874459 99290.155 0.043
11353168 46580.626 0.57
97273173 853138.836 0.206
53966116 437720.786 0.609
29192506 417850.65 0.254
68260303 679042.246 0.508
14989748 3161.389 0.555
1262536 127710.26 0.175
79105603 488561.846 0.037
68760399 570721.597 0.18
41525038 526518.512 0.472
70737333 391090.3 0.529
39161979 224863.126 0.469
18601070 283028.887 0.331
34427317 429947.623 0.77
29964050 391882.62 0.466
83016768 12461.632 0.94
49948703 23615.927 0.375
8755536 884836.283 0.631
39801780 384110.928 0.693
55196725 209654.34 0.477
28683286 352467.462 0.791
91116562 57102.537 0.641
21287848 39958.161 0.122
22370277 86751.333 0.431
19314699 726015.738 0.798
85933333 619907.17 0.697
89562380 741057.216 0.659
59132767 357376.264 0.837
30063752 151601.074 0.092
35557147 87041.031 0.698
40207147 15033.925 0.533
5773705 184044.209 0.735
14100957 75452.459 0.71
28708257 222275.314 0.084
71874924 932.309 0.704
21090758 44452.927 0.797
24804931 105846.383 0.882
75758925 465592.761 0.257
19997469 501485.96 0.563
54907696 308397.917 0.658
6967415 495419.368 0.483
60938421 23621.766 0.037
58172959 375933.151 0.187
30445900 160490.754 0.418
36820050 154966.911 0.722
77537356 130249.798 0.301
79724321 104273.821 0.038
59805514 605801.599 0.433
68028827 6767.426 0.272
55938503 309759.246 0.288
60172792 114206.998 0.989
15147217 758818.6 0.672
