ID VALUE SCORE
49405639 18233.25796 0.00119
44531095 203397.67889 0.00255
42710555 68838.57269 0.00318
36660956 367415.90643 0.00476
17556936 443556.90267 0.00513
89027696 117814.85091 0.00543
35344038 260764.39273 0.00623
44174896 354186.66201 0.00681
68094644 51348.00449 0.00734
77311464 17356.09896 0.00735
70804737 211484.86312 0.00803
82093379 570133.55502 0.01032
82900102 157504.97818 0.01112
37664151 245985.21636 0.01147
26941357 46689.73786 0.01172
90578310 350342.86238 0.01262
58889329 88249.40399 0.01361
94742469 141124.49036 0.01493
65870720 17330.25381 0.01613
13343945 80060.38333 0.01905
72562006 692576.77373 0.01909
96515731 214484.97974 0.02048
97862600 10104.24214 0.02056
48860989 198736.90046 0.02212
32197587 399504.58181 0.02416
23879223 56178.97315 0.02444
81164238 4237.93153 0.0247
43067159 119868.58488 0.02488
52393322 51249.96167 0.02547
9401448 783260.69879 0.02604
89905994 16233.96516 0.02716
48346397 666319.41312 0.03
16194686 536466.66534 0.03055
33680626 298641.65128 0.03252
7527996 761.02815 0.03253
66145935 513547.69187 0.0329
77514714 186127.22316 0.03368
50514019 33720.32905 0.03465
47592161 362305.91046 0.03515
8631863 238370.16477 0.03559
35221874 701380.24012 0.03634
51198302 75951.59058 0.03656
64448735 839210.66388 0.03761
11373688 29043.71327 0.03843
47703194 330648.23105 0.03867
55311734 70866.98962 0.03899
39500781 88899.4898 0.04148
28077981 22199.22436 0.04221
78105070 559804.25351 0.04657
11560214 153825.97239 0.04682
9010060 80941.98061 0.04774
74935369 61572.81213 0.04828
46365899 348706.58545 0.04894
83948732 168420.52312 0.05012
21796951 374687.14977 0.05102
71902786 689970.48092 0.05124
65730537 7221.90485 0.05132
60900355 145498.76147 0.05267
57532372 725660.37784 0.05281
68024219 161776.38517 0.187
94465246 337018.65051 0.05319
65149920 10695.13366 0.05362
37786672 51442.71899 0.05714
76594285 506004.18366 0.05851
66516142 446737.52502 0.85959
58037350 65394.07546 0.06064
97906972 118835.82106 0.06246
82577884 9009.41057 0.06363
30325247 624187.85602 0.06371
14808680 15901.5313 0.06377
1242506 198856.61991 0.06401
63493446 11350.10286 0.06416
37476776 149537.78163 0.06497
82482709 405820.49753 0.06703
62520463 776536.26595 0.92042
20556727 157536.13991 0.06948
73750008 549872.43892 0.06953
74282792 40870.47267 0.07152
98637223 43484.3038 0.07244
56300205 108626.88501 0.07326
48942450 31139.59739 0.07494
47218063 51188.06339 0.07583
4574140 9420.35307 0.07689
11175016 654178.14871 0.07731
66725758 182259.67608 0.08018
56877105 488462.21085 0.08032
79390593 111752.24426 0.08056
84869966 95462.58573 0.08062
38978769 6602.17821 0.08087
58894003 271562.19248 0.08202
4132848 143850.02865 0.08308
82883216 143057.8229 0.08313
46167816 82639.80612 0.08346
2815511 88035.72003 0.08926
5073209 200388.84974 0.09021
10942346 315404.0591 0.09176
39230450 896210.72642 0.09259
88836362 572.32881 0.09328
85044563 838888.96361 0.09338
53720448 169622.07634 0.09427
53652823 81536.3633 0.09486
24267343 349007.50788 0.09497
16287987 247423.89115 0.0956
7641360 195389.52496 0.0962
89560530 192986.75513 0.09827
28935491 420506.56255 0.0999
66916050 599151.56631 0.10338
59200528 11788.21865 0.10348
26751917 464875.38546 0.1035
10372802 336812.96135 0.10494
26444493 171258.33377 0.10665
64194683 70082.54236 0.1073
83223080 196329.1378 0.10982
2888449 521245.98061 0.11129
20786219 162555.00643 0.11372
98724235 816586.47343 0.11394
53638520 837730.7753 0.11434
61790491 7151.91508 0.11654
65020486 397564.43723 0.11719
26877317 9212.69602 0.11814
39441198 414301.13401 0.11979
22760960 125967.44936 0.12128
39202574 57867.61202 0.12156
71581185 126874.40043 0.1219
64899222 27496.73721 0.12236
98531935 545533.72245 0.12503
11511600 640720.8981 0.12529
94170392 156334.03411 0.12546
68531871 83530.10429 0.12547
42005301 657461.33514 0.12661
87210554 114526.99534 0.12719
41267964 356920.12083 0.1273
30746528 14125.31017 0.1275
16780432 131501.78715 0.12759
56759761 317089.91667 0.13076
17544117 65827.77741 0.1317
62056293 189580.79571 0.13311
15572355 78335.04628 0.13354
64747403 10716.59992 0.13386
56439384 754978.2812 0.65095
84473626 321166.69352 0.13502
50232996 11466.377 0.13669
94989733 65787.91467 0.13714
71538605 165904.78209 0.13751
40448753 228215.18388 0.13833
75915463 373713.65277 0.13919
93521333 261682.99125 0.1397
39530255 46527.41263 0.14103
73903471 517617.64339 0.14196
703081 198797.57334 0.14286
6529439 438625.30528 0.1446
37479600 326819.83958 0.14527
94349148 1266.26991 0.14567
6868144 317517.70499 0.14911
21209855 148161.77684 0.14911
81334139 335319.25255 0.15017
90719664 235308.70531 0.15069
18278383 501050.82029 0.15074
61652974 184537.2104 0.15105
89971990 195387.11268 0.15116
79911480 65753.77402 0.15402
83408167 59536.317 0.15445
69952155 420693.2461 0.15447
57084639 174176.8748 0.15618
32026891 324263.64303 0.15717
6198880 15003.70236 0.15737
4590823 375079.3675 0.1589
11824785 185038.8888 0.1594
4784077 449014.40214 0.39807
72199572 37412.29339 0.16085
38977467 88018.55488 0.16166
78875241 172301.27239 0.88604
98999817 704756.5125 0.16381
28190260 880270.736 0.16504
64659922 207810.22157 0.16532
27543599 201395.25453 0.16648
38561109 3034.54845 0.87425
89706445 10725.69162 0.17054
87873035 11669.99145 0.17095
58788852 36371.7708 0.17166
34715278 571148.1226 0.17243
28098102 32536.37473 0.17354
79406516 12203.43499 0.17549
18768316 514570.51498 0.176
23109019 87353.88832 0.17606
52661040 221301.02057 0.177
98606679 244657.56969 0.17841
25568395 756087.28787 0.17851
19059452 217154.59803 0.17872
2369917 159385.3827 0.17931
62791949 120493.36238 0.17989
3489207 62248.62357 0.18148
63735448 49377.07458 0.18282
58834350 205260.96188 0.18439
82632868 229691.25495 0.18452
13154728 615231.63319 0.18492
35491301 133677.07632 0.1861
2223986 677890.12598 0.05286
9013870 536658.23506 0.18769
66228899 299576.09567 0.18916
87712783 9187.06111 0.1899
36348830 64844.83731 0.19027
60618702 82796.47494 0.19354
9739203 14136.01729 0.19377
58673204 711841.0155 0.19553
85969238 33317.6439 0.19614
6756431 47751.89871 0.19825
24784731 85978.11438 0.19893
82847909 116574.62809 0.19921
48897757 372614.29766 0.2006
10329140 450473.97294 0.2007
97248276 716984.09296 0.20197
31186100 317965.42079 0.20378
42923307 201948.66268 0.2041
59660769 513048.81441 0.20509
80094616 112168.63443 0.20959
74196376 23823.46651 0.21039
25309702 50254.33621 0.21138
4295848 556013.12435 0.21297
36200696 63806.50357 0.21355
14983553 15514.08226 0.2138
75362097 159783.70633 0.21427
25087088 306578.95074 0.21483
89006378 358888.18504 0.215
86928480 190258.11277 0.21682
70390069 414721.62124 0.21757
3560078 25333.70108 0.2198
66391156 568915.20479 0.21996
48230588 575088.84359 0.22064
18576300 176225.73068 0.22298
86122710 309647.20897 0.22331
94717643 27990.04132 0.22509
29505647 130681.54073 0.2255
68831199 17461.82469 0.22896
72352282 431386.2703 0.23331
36696064 356630.80697 0.23431
98659535 529211.64505 0.23564
54481805 140513.9698 0.23772
67294320 228429.97121 0.24003
91161910 242478.39784 0.24053
64900993 13019.29164 0.24129
60195161 117517.44641 0.24616
38231285 195647.29424 0.24618
49541305 155754.23705 0.75242
37451873 94000.06804 0.24724
91521761 359390.18098 0.2474
8102330 35932.58055 0.24814
26488353 96345.0782 0.24863
92382571 126496.60561 0.24996
41413128 99599.04866 0.25236
14548152 167804.29714 0.25308
14398581 334944.23838 0.47784
43698175 57943.2451 0.25415
1389042 657862.81861 0.25445
52597045 2995.57096 0.25449
60878283 50827.54904 0.25487
21480979 527758.28495 0.25565
23231156 26741.17309 0.25568
78854069 978.17946 0.25579
62256689 854337.274 0.25755
42359913 38980.8908 0.25759
3866959 132805.7555 0.25832
88000165 179661.06021 0.25998
78731060 153924.86587 0.26165
45736777 177131.19554 0.26289
35128199 63985.40453 0.2638
79761745 83901.1487 0.2639
48801856 34701.1281 0.26428
20061569 116112.99942 0.26441
78781907 11575.49774 0.26464
37917831 21940.01298 0.26565
28636768 182600.69695 0.26587
19870743 530632.62459 0.26617
8313165 173313.94174 0.26768
6983466 572964.58434 0.26919
15038294 252787.79589 0.81479
78970446 8030.13272 0.61275
14887865 446316.59162 0.27451
42725816 23064.59444 0.27497
45685012 287973.72177 0.27543
74788937 673455.38909 0.27603
36161189 894349.72189 0.27611
39647574 192889.98785 0.2766
