ID VALUE SCORE
70745344 336495.93166 0.0001
30399783 88803.29975 0.00044
73095926 250941.65566 0.00047
8079403 99911.12552 0.00071
7012770 120397.63306 0.00093
52266467 26717.57425 0.00097
74192299 569557.39589 0.00097
86428611 4035.36827 0.00121
73083596 395462.46553 0.00132
13591293 725487.29637 0.0015
28006248 361349.34333 0.00198
51622455 93002.73027 0.00208
84484145 62406.37183 0.00247
32700401 401975.77368 0.00285
37835791 134354.78622 0.0029
60986030 200689.81606 0.00311
93293903 83599.63335 0.00338
41327023 819920.41471 0.00392
88662515 353127.17064 0.00404
31657867 13920.85806 0.00431
32713026 315650.87754 0.00443
73696573 199536.45127 0.00443
27062055 121127.18647 0.00489
33042156 3403.97116 0.00494
24862267 37988.6713 0.00506
83736262 111645.17086 0.00508
69347398 352318.14024 0.00534
44027649 117347.54691 0.00552
8195263 15277.39542 0.00558
12488765 6645.87869 0.00592
55571046 141826.05855 0.00602
76941032 153793.59383 0.00607
59441721 156133.47722 0.00608
70263636 23498.07052 0.00616
74606560 36158.46088 0.00626
48804452 333929.47218 0.00655
15789494 149355.02075 0.00707
54020072 539606.36182 0.00715
6537032 64812.26126 0.00727
61989292 45095.42081 0.00728
22836239 77615.65262 0.0074
84305264 708361.24458 0.0079
69830289 373482.58222 0.69216
81390639 246699.27377 0.00835
10802218 9043.24307 0.00862
20876481 370513.85087 0.00864
10975272 197488.17984 0.00889
57766087 583542.40768 0.00922
45951050 45731.21551 0.00927
41880820 356792.75696 0.0093
39778847 355028.66684 0.00953
12903102 424331.11915 0.00995
98649072 25296.02979 0.01001
73382411 98075.4587 0.01008
98871086 7932.43251 0.26424
45797120 428202.57966 0.01093
79192113 172130.63135 0.01098
65797272 685246.46751 0.0111
48723750 97733.33182 0.01112
65873697 528664.25615 0.01114
76997368 8007.25259 0.01124
26652958 682098.30806 0.01125
71262668 64927.44818 0.01128
31106453 588641.7697 0.0115
70434881 657450.54681 0.01175
16345956 16005.30906 0.01175
11570463 594699.67431 0.01182
67384168 151334.81978 0.01217
58371742 534291.04333 0.01225
45510350 505792.5116 0.01278
48721887 43430.71974 0.01288
2846457 414602.40074 0.01304
78491608 84106.59748 0.01321
29812241 94668.11015 0.01328
4746805 54778.06377 0.01395
19749220 73651.90659 0.01411
96448917 754386.24501 0.01456
92954984 77456.68872 0.01495
1323852 556621.31617 0.01497
31747710 751653.18274 0.01521
95004825 202635.1249 0.21157
24172680 131817.90528 0.01557
1328192 354222.24248 0.01603
15719859 219060.65561 0.01609
70962211 449249.57301 0.01615
77654936 238724.11473 0.01624
65739764 582515.14859 0.01629
64382750 121146.88913 0.01667
78501352 164357.94027 0.01672
12080814 778322.17351 0.01679
26659813 29946.60418 0.01686
47581832 598314.54889 0.01711
28382691 442071.79582 0.01742
8368779 17312.93502 0.0175
17318578 734233.10659 0.01815
41198739 609732.6356 0.01835
19014331 398893.18503 0.01869
1334412 209.04312 0.01921
2391403 452798.00715 0.01949
60686288 17337.70428 0.01989
89800759 185562.19274 0.02
57549451 27231.90701 0.02053
98740732 421305.72165 0.02053
59942222 170002.15184 0.02075
16016084 675198.19099 0.02099
77962648 6317.95825 0.021
94226035 335364.73424 0.02124
41617748 4654.04485 0.02148
10963543 76728.24143 0.02178
15518476 6432.11132 0.0222
85817358 77147.24973 0.24917
50510556 264411.89623 0.0224
34862942 57973.46903 0.0229
47858330 49396.69649 0.02348
37424793 580426.20676 0.0237
66984307 482308.82378 0.54892
54316090 6213.21897 0.02433
21116372 623687.82864 0.02459
78176879 523689.53142 0.02488
27848156 210547.02511 0.02499
20020199 49488.91583 0.02521
16343148 836006.82898 0.02522
15129625 322126.16523 0.02541
28866520 12851.93734 0.0255
80490531 7033.98761 0.0255
42577931 771648.76218 0.02567
38161203 192984.1907 0.02588
23526924 150461.72215 0.02602
50219563 266910.3787 0.02663
31506774 205954.12583 0.02681
44607133 195442.72622 0.02689
45851476 31988.46997 0.02692
86437461 383408.97787 0.02729
81215543 482054.33888 0.02744
89758154 488576.91607 0.02767
30832713 283629.71375 0.02782
6042027 7111.06968 0.02847
80828566 677854.8689 0.02889
46032734 321582.67076 0.029
19189749 728754.45625 0.02913
80433152 415702.60739 0.02942
39940464 125118.06436 0.0295
79359915 260683.19995 0.02958
1470999 2925.09618 0.02961
68406414 176360.05444 0.02972
6377979 893975.62324 0.02975
50744622 255300.16023 0.02984
24296241 93337.94825 0.03022
15223338 82031.03702 0.03077
25055021 4048.08904 0.03133
2867682 341992.97533 0.03163
93541371 256210.80053 0.03179
6029456 1355.1244 0.03193
44173830 539980.77627 0.03194
70666812 32429.25646 0.03196
98563902 75787.3457 0.03198
57969592 75.76782 0.03206
77084460 18186.48457 0.03213
78277007 73841.76664 0.03223
68625188 303754.73284 0.03239
14143033 164606.69925 0.03249
51101170 457183.78781 0.10671
60502285 2257.06088 0.03318
24290722 178293.03829 0.03348
1514335 310130.05153 0.0336
73729281 40699.50359 0.03366
82917297 883695.66146 0.03378
50192222 39150.0632 0.03378
77919285 98309.6223 0.03386
81255275 169008.59341 0.03417
73680987 80549.17451 0.03423
72957425 190746.03887 0.03424
21574538 211423.63181 0.03452
46420603 557450.98326 0.03501
36149182 360113.25806 0.03561
53577508 5059.79437 0.03565
38906688 35145.52439 0.03578
95493893 131348.84588 0.03611
70033716 749347.31666 0.03677
49133980 29375.18536 0.03686
23984406 419804.60572 0.03694
36409240 167963.91364 0.03703
8455934 611018.0317 0.03738
18734837 210272.67658 0.03765
45470308 17838.61925 0.03783
59675010 260173.16324 0.03784
26314219 302445.12355 0.03867
8400344 20035.73763 0.03868
61737845 4669.32994 0.97279
26074541 55009.40229 0.03936
14024454 158110.77772 0.03951
77441951 297409.80915 0.03958
1442088 287569.76911 0.03964
77561720 86732.22345 0.03974
