ID VALUE SCORE
22168477 330791.11082 0.0004
89132884 204632.5661 0.00044
29727451 73880.00961 0.00148
21141547 74696.39514 0.00325
65156949 446892.75072 0.00501
4555196 25558.05398 0.00548
76939952 235472.05387 0.00657
69913787 2204.9899 0.00961
54472296 80225.28665 0.0109
2671038 5471.42468 0.01154
24945330 28104.35282 0.01463
29423092 176951.47089 0.01773
7560775 640914.62221 0.01913
7757481 122315.39846 0.01938
9016733 18186.72986 0.0234
98380393 165362.55834 0.02409
74806416 275431.04146 0.0282
84936617 73830.62392 0.03227
23538450 337034.31607 0.03531
54481075 415017.4697 0.0409
41865165 138850.30255 0.04563
32581884 198596.43759 0.04625
85066646 98801.0452 0.04843
31747304 13878.62715 0.04945
29599176 807303.66379 0.05412
56304521 496726.4354 0.05642
26522599 31554.79773 0.88468
58490812 111784.27336 0.05758
56860366 173260.88154 0.0588
47835207 49819.05092 0.39458
21054538 725149.73175 0.0637
64069869 49716.29716 0.06532
22569340 195278.60699 0.06883
35263958 336319.21221 0.07526
57820262 139352.53139 0.07679
29152957 33073.5057 0.08798
60190292 297773.37908 0.09227
68177789 212894.89217 0.09828
89303396 460933.41041 0.09886
10169019 46567.52546 0.1006
59857588 47887.21237 0.10304
68247093 39976.78757 0.10306
83214282 179027.12558 0.1048
66369667 672715.14392 0.11814
11182446 74221.44708 0.11857
95443961 21153.97108 0.12053
11590852 6525.71232 0.12099
28249939 445318.60904 0.12099
84980986 201449.9943 0.1254
87640583 96895.73769 0.12625
83970747 520858.04295 0.12995
84074902 88977.33603 0.13062
48032926 651090.6076 0.14101
93984738 785450.6361 0.14623
68663837 16703.20665 0.14942
28243762 74013.00664 0.14997
30477183 372179.88142 0.15128
7828266 11913.35118 0.15357
27043392 6047.65323 0.15379
68671268 388764.01257 0.15467
47280664 7181.34506 0.15654
96607898 52496.92335 0.15687
66188055 137199.01997 0.15776
98037694 160380.06914 0.16127
7036916 432321.14024 0.16415
50923711 53587.34362 0.16628
32342852 301310.40163 0.1687
82082086 200759.44975 0.17063
78981821 40359.53389 0.17401
20701529 41144.72929 0.17435
61383162 19413.65641 0.18219
21356121 110311.71864 0.18258
87289460 338671.8438 0.18295
79008695 173584.36975 0.18528
1675907 2569.05427 0.19244
5574121 464156.19216 0.19281
69620714 101746.71454 0.19616
75911104 410762.08572 0.19724
27607989 232749.23788 0.20221
88610629 7623.11253 0.21997
16248108 87015.84794 0.23838
76645515 124992.92935 0.24488
61844804 49490.79945 0.24948
36262331 3907.33669 0.25017
25622463 559223.12133 0.25206
1366667 472537.77211 0.25622
69528349 376215.60351 0.25688
77913579 7978.25408 0.2572
88208924 476937.6708 0.25921
31689446 691908.19201 0.25934
70036428 341875.79869 0.26453
51611088 361808.20282 0.27506
66634877 4815.60041 0.27933
84840869 204251.93951 0.28045
66038636 186234.71601 0.28453
62126942 609955.71628 0.3754
34900939 289535.84951 0.28814
86824906 350721.10368 0.28926
71173696 52948.60298 0.2921
12856967 410017.33297 0.29228
88270681 152997.70391 0.29284
37213445 445623.45112 0.29358
16830233 159397.12905 0.30014
92159625 330555.27251 0.30172
83692841 301793.71374 0.30261
20507660 103845.59469 0.30283
30340755 61153.46886 0.99881
51197404 85062.53311 0.31149
81008980 364418.45965 0.31165
80079998 705176.1574 0.31296
17779162 254644.56496 0.31422
18497140 593605.98751 0.31944
60577741 1700.73806 0.32392
44245081 119988.79521 0.32675
51322476 128255.23816 0.32828
93830068 81477.92954 0.32858
68630990 332820.17133 0.33089
50662872 205183.59522 0.33209
89931227 16581.86376 0.33467
75349441 163304.6292 0.3379
5600693 4344.48509 0.33907
58667694 186387.80393 0.34433
96440095 188598.11155 0.34469
15445350 425244.38321 0.34674
96883799 204801.22648 0.34996
94326262 496884.29884 0.35097
29901645 198474.89368 0.35497
85797334 195388.25544 0.35606
12059352 15449.00116 0.3581
65843049 17747.38959 0.57006
55142681 289040.92425 0.37023
30817184 312745.03217 0.44835
24112462 2553.66566 0.37995
14130807 290679.08667 0.38165
66127995 251828.47348 0.38315
74003249 124772.38538 0.38426
18916643 359024.46933 0.385
39532097 551243.64369 0.38523
9481999 245439.40221 0.39116
57274802 37052.97218 0.05901
76043877 223555.49417 0.39465
5967733 140510.50189 0.39481
29937937 235373.52049 0.39871
32401823 328197.25121 0.39938
58338529 255641.49978 0.40083
51965659 746344.41164 0.40595
34329165 593025.70887 0.40844
35967793 279156.53948 0.41253
25219745 79178.14678 0.41402
45135838 166795.13272 0.41456
10498109 74292.50959 0.41628
96030909 662758.23048 0.42064
77543519 62630.13978 0.42389
59240002 26104.28893 0.43035
93707452 356726.57752 0.43133
12143789 518970.15331 0.43161
54831148 56089.80175 0.43492
41983271 673622.96818 0.96836
70268969 124362.0937 0.43713
41932194 124993.15506 0.44292
64352888 729075.1958 0.44346
57547366 754195.75522 0.4437
90075015 230046.48681 0.44598
84917664 47618.17098 0.44669
91421136 133112.24031 0.28787
87546005 580880.33202 0.45101
96001497 249027.63374 0.45134
19987645 426542.80864 0.45298
90937342 305534.38893 0.45771
32919479 233954.65405 0.45801
27848695 105187.4075 0.45984
20692663 40778.85948 0.46054
87871553 209460.81883 0.46095
37968615 161771.00508 0.46256
48943417 136934.52919 0.4641
72951825 151522.0061 0.46452
72542380 4815.76255 0.46527
71252990 3716.88386 0.46604
14364172 31076.40947 0.46693
77271781 117521.01227 0.47245
75722173 6512.03523 0.47252
56641146 11818.35386 0.47669
85909318 111918.49899 0.47936
32669413 572182.72316 0.48165
90608294 265438.44577 0.48818
66307224 673276.96433 0.48961
64334894 16438.26833 0.70212
63718748 276282.43208 0.49107
27238785 105649.93405 0.49438
2370431 143420.00035 0.49666
65443179 150110.35663 0.49814
91085307 435291.228 0.50128
76560629 74359.44513 0.50208
59019107 871325.41259 0.5021
33878711 56050.58228 0.50229
9493643 540862.67479 0.50489
89835171 17934.32899 0.50497
60970786 144766.47316 0.50842
75517878 17621.28239 0.51371
38867604 343351.32678 0.51494
