ID VALUE SCORE
50640341 121871.10016 0.08038
15838738 937676.33073 0.08635
36536440 503472.11766 0.10523
87472605 418590.46162 0.11137
15022836 727808.03995 0.11983
2816225 117360.9722 0.1243
3599790 15050.80426 0.16177
29597026 165095.81674 0.17591
5322159 46669.31576 0.17821
31869602 212145.67723 0.25568
79909683 95961.71888 0.27609
61834551 140375.22198 0.29499
11918671 204476.75015 0.32608
96195412 30411.17815 0.32879
302732 172465.3648 0.34613
44755913 21216.56636 0.39495
30056156 176464.66399 0.39777
42388287 621522.87602 0.43408
6931356 189330.88958 0.45551
96629076 151465.11622 0.47054
15424065 380548.44757 0.4724
11007045 64998.87081 0.58231
14488668 62259.5425 0.59316
45571378 130597.47255 0.62444
98724996 469150.32724 0.64542
78701765 301488.87004 0.67146
24540070 491653.2033 0.69342
28536504 25881.28749 0.71198
55430569 458464.13537 0.73349
76288282 227747.34853 0.7639
92490995 705454.62254 0.77462
39607663 55696.49716 0.78617
16698048 85114.39463 0.81222
63320804 2507.10674 0.87218
37124122 208447.1178 0.87859
36560446 26475.24388 0.88622
95698276 624113.06621 0.88928
31083731 63852.7385 0.90334
99938695 471665.25584 0.94122
61076770 253808.51901 0.97513
